4735;AT;146.580627268668;149.188450398601;148.69435214252
4736;AT;22.4471595171085;0.611307920533291;185.34372549149
4737;AT;160.850391188038;-2.52089536523953;159.16397445715
4738;AT;-10.4637180937772;125.934510833304;180.064116604949
4739;AT;80.0030317630682;54.779853813929;183.420516846124
4740;TT;163.627850154392;174.720080851662;141.166680231317
4741;TT;24.358159914454;12.9581402812524;154.893129822543
4742;TT;176.054066096857;-12.4353147954143;160.328790836589
4743;TT;-52.814078177098;111.971583155514;169.187847780346
4744;TT;97.2150967133891;61.0735369233957;144.785388652735
4745;AA;136.953427464256;150.265903817901;216.563010824933
4746;AA;-40.6670339338412;20.0036837620508;174.49457867204
4747;AA;127.264684170348;37.5290320964272;161.004489504272
4748;AA;-29.6111238204248;180.344650214102;141.716061877422
4749;AA;60.2870796543727;37.9534179244806;165.808203319243
4750;AT;102.911095430065;148.075379393658;164.368343643703
